plu_kod,tw_nazwa,tw_cena_sprz,tw_idabaco
5900497302005,PEPSI MAX 2L,"7,99",3869930
5449000131843,COCA COLA ZERO 2L,"7,49",3869963
5908260250126,OSHEE NAP IZO POMARA—CZOW 750ML,"3,29",3871514
5449000014535,SPRITE NAP”J 330ML,"2,99",3870532
8001160001113,PEPSI GATO NAP IZOT 500ML BLUE,"3,29",3871613
3564709000114,NRT LEMONIADA CYTRYNOWA 1L GAZ,"9,99",3870623
5997264159320,"PEPSI LIPT NAP HERB 1,5L GREEN","5,49",3870904
3564700510735,WM NAP”J 6X330X GAZOW COLA ZERO,"10,99",3870078
5900497670500,PEPSI LIPT NAP HERB 500ML GREEN,"2,99",3870797
5997264159313,PEPSI LIPT NAP HERB 500ML GREEN,"2,99",3870797
5900497019699,PEPSI LIPT NAP HERB 500ML GREEN,"2,99",3870797
5449000000286,COCA COLA NAP”J GAZ 2L,"11,49",3869872
5900552021223,BLACK 4X250ML TYSON,"12,99",3871001
5900552047223,BLACK VITAMIN ENERGY MAGNEZ+GUA,"1,99",3871019
5900497300506,PEPSI 500ML MAX,"4,79",3870110
5906441330797,ZBYSZKO 3 TONIC 1.75L GAZ,"3,29",3870227
3564700813584,WM NAPOJ GAZOWANY MOHITO ZERO P,"3,99",3870383
5900956103099,HERBAPOL GRE NAP 250ML ENER ACA,"3,49",3871084
5903240220007,SOTI NAT NAP”J 530ML ZIEL HERB,"4,79",4638177
5902860411260,SCHWEPP NAP 1.35L GAZ ORANGE,"7,59",4650909
5902860413783,SCHWEPP NAP 1.35L TONIC ZERO,"7,99",4650958
5900541005760,Øywiec zdrÛj green tea gruszka,"3,29",4653655
5900334019448,Tymbark aseptic jab≥ko-úliwka-m,"3,49",4193348
5908260251383,OSHEE NAP IZO LIMONKA 750ML,"3,29",3871472
5905256160032,JURAJSKA ICE TEA 1.5L BRZOS N/G,"4,79",3870755
54491069,SPRITE 0.5L,"3,19",3870490
54491069,SPRITE 0.5L,"3,19",3870490
5900497340335,7 UP 0.33L,"2,59",3870516
5908260251550,OSHEE NAP IZO 0 CUKR CYTR 750ML,"3,29",3871571
5900497012140,PEPSI 2X1.5L COLA,"15,49",3870086
5905256980043,JURAJSKA TONIC 1.5L CYTRUS GAZ,"2,79",3870631
5905256130035,JURAJSKA KRZYå 1.25L CYTRYN GAZ,"2,19",3870649
5900497339025,MIRINDA ORANGE 2X2L,"6,99",3870672
5900334008213,TIGER NAP”J 250ML ENERG ZERO,"2,49",3871027
5906441330728,ZBYSZKO 3 LIMONKI 1.75L GAZ,"3,29",3870169
5449000159144,"SPRITE LEMON LIME PUSZKA 0,2L","1,59",3870367
5449000310002,FANTA NAP 500ML GAZ WTF ACA/MAN,"4,99",4360525
5449000310453,FANTA NAP 850ML GAZ WTF ACA/MAN,"6,99",4360533
4061445177999,TCHIB COFFIZZ NAP 500ML LEMON,"9,69",4059028
5900352015415,ORANØADAHELLENA ZERO 400ml,"1,99",4499026
5901466217337,SKOROSZYT PP A4 Z W•SAMI STANDA,"0,89",3896321
5901466217351,SKOROSZYT PP A4 Z W•SAMI STANDA,"0,89",3896339
5908260253455,OSHEE VIT HER EARL GR+CYT 555ML,"2,99",4632220
5900497023450,"PEPSI MIRIN NAP GAZ 2,25L ORANG","8,49",4634127
5906213012173,KOMODO NAP”J ENER MANGO 250ML,"2,29",4632584
5907637329809,ÄCO NAP GAZ 2L O SM COLI,"2,59",4379160
3564700487471,WM NAP”J ENERG 250ML GAZOWANY,"2,19",4765939
5449000011114,COCA COLA NAP”J GAZ 200ML,"2,99",3870037
5908260252861,OSHEE NAP IZO CZYSTY 750ML,"3,29",3871522
5449000004864,SPRITE NAP”J GAZ 2L,"10,99",3870524
5908260252274,OSHEE NAP IZO R”ØOWY 750ML,"3,29",3871605
5449000008046,"COCA COLA  PUSZKA 0,25L","1,99",3870060
5900497281010,MOUNTAIN DEW 1L,"3,69",3870656
5900352011431,HELLENA NAP”J NIEGAZOWANY POMAR,"5,59",3870995
9002490200220,RED BULL NAP”J 250ML ENER FREE,"5,99",3871068
9002490100193,RED BULL NAP”J 6X250ML ENER,"22,99",3871076
5906441330766,ZBYSZKO 3 CZERW POMAR 1.75L GAZ,"3,29",3870177
5900497332002,MIRINDA ORANGE 2L,"5,09",3870706
5902860413035,SCHWEPP NAP 1.35L GAZ RUSSCHIAN,"6,99",3758646
5902854103416,KOMODO NAP”J 1L ENER CLAS BUT,"1,99",4270799
4810285004008,LIDSKI Kwas chlebowy jasny,"10,99",4101457
5449000113030,2.0 l PET SPRITE FULL SUGAR,"10,99",4278677
5900541008464,Øywiec ZdrÛj Green Tea smak Zie,"4,99",4266276
5900334016546,TYMBARK NAP”J 330ML POM-MANGO,"2,59",4100814
5449000004123,FANTA NAP 500ML GAZ ZER WTF FIO,"4,99",4310470
5449000032423,FANTA NAP 500ML GAZ ZER WTF FIO,"4,99",4310470
5906441360138,ZBYSZKO 3 POMAR GAZ 20% S 850ML,"2,89",4313219
819538000044,EFFERVE LEMONIADA 750ML ORANGE,"8,99",4123832
5900552079613,BLACK PINK STRAWBERRY 250ML,"2,99",4123824
5060751211228,MONST NAP”J ENER 500ML MUL IMBI,"6,99",4504270
5900352008714,HELLENA ORANØADA 1.25L Ø”£TA,"3,79",3870326
5900352109855,HELLENA ORANØADA 1.25L Ø”£TA,"3,79",3870326
5449000000965,COCA COLA NAP”J GAZ 6X330ML,"22,99",3869914
5900352008721,HELLENA ORANØADA 1.25L BIA£A,"4,49",3870540
5900352015804,HELLENA ORANØADA 1.25L BIA£A,"4,49",3870540
5900352109213,HELLENA ORANØADA 1.25L BIA£A,"4,49",3870540
5449000052520,COCA COLA NAP”J GAZ 2X1.5L,"16,99",3870052
8435185953490,ORANGI NAP 1.35L GAZ ORIGINAL,"7,39",3870185
5906441330773,ZBYSZKO 3 ORANØADA BIA£A 1.75L,"3,29",3870193
5449000021779,1.0 l PET KINLEY TONIC WATER,"5,19",3870698
5902860411284,SCHWEPP NAP 1.35L GAZOW LEMON,"7,99",4650917
5902860411345,SCHWEPP NAP 1.35L GAZ MOJITO,"7,99",4650933
8850389111253,MOGU MOGU NAP”J 320ML MANGO,"5,69",3764404
5902730871835,Lemoniada mojito gaz.,"3,19",4101390
5904730983273,VITA NAP”J 330ML GAZ YERBA MANG,"3,39",4101416
5901330062469,OLIMP KOFAKTIN FORTE 25ML POMAR,"6,39",3755626
5902741009210,DARY NAP”J 250ML DETOX BIO,"6,29",4675591
4015533025419,VOELKEL NAP 330ML GAZ MATCH BIO,"6,99",4675625
4820002711386,STAROKIJEWSKI KWAS 1L CHLEB BIA,"2,99",3982436
5902854103140,KOMODO NAP”J ENER COLA ST 250ML,"1,99",4816500
5449000138026,FANTA NAP 1.5L GAZ ZERO POMAR,"7,79",4310454
5906441360121,ZBYSZKO 3 CYTRYNY 20% 850ML,"2,89",4313201
5449000297068,KINLEY NAP”J GAZ 1L MOJITO,"6,29",4318291
9002490247638,RED BULL NAP”J PUSZKA 250ML 8-P,"47,99",4366050
8001160001151,PEPSI GATO NAP IZOT 500ML LEMON,"3,29",3871506
5449000000996,COCA COLA NAP”J GAZ PU 330ML,"3,99",3869922
5900497010078,PEPSI COLA ZIP 2X2L,"6,99",3869971
5900497319027,PEPSI COLA ZIP 2X2L,"6,99",3869971
5900352008738,HELLENA ORANØADA 1.25L CZERWONA,"3,99",3870557
5900552029755,4MOVE 150ML VITAMIN KICK MAG+B6,"1,69",3871597
5900497650502,PEPSI MIRIN NAP GAZ 500ML LEMON,"3,59",3870334
5900497282000,MOUNTAIN DEW 2L,"5,09",3870664
8435185953513,ORANGI NAP 1.35L GAZ RED ORANGE,"7,39",3870136
5906441330780,ZBYSZKO 3 ORANØADA CZERW  1.75L,"3,29",3870201
5900497020879,ROCKSTAR NAP”J ENERG 250ML ORIG,"4,39",3871118
3564700688748,WM PINA COLADA 1L BEZALKOHOL,"11,99",3871662
5901466217399,SKOROSZYT PP A4 Z W•SAMI STANDA,"0,89",3896347
5908260252168,OSHEE VIT NAP ENER 0 MAGN 250ML,"3,29",4632295
8850389100684,MOGU MOGU NAP”J 320ML LICHI,"5,69",3764420
5907637329823,ÄCO ORANØADA CZERW NAP 2L GAZ,"2,39",4379186
5900552068372,BLACK 250ML FOCUS,"2,19",4783734
5902730871828,Lemoniada cytryna/rabarbar gaz.,"3,19",4101382
5449000239594,COCA COLA NAP”J GAZ 500ML PEACH,"4,59",4794517
5906750250021,NATU YERBA MATE 300ML NATURALNA,"4,99",4789160
87126815,Fanta madness winogron 500ml,"3,69",4396982
87126815,Fanta madness winogron 500ml,"3,69",4396982
884394000590,Napoj Aloe Vera King z czastkam,"7,99",4442141
5900497309028,PEPSI COLA MAX ZIP 2-PAK 2L,"6,99",3869948
5900497340502,7UP 500ML,"4,79",3870508
5900497601504,LIPTON NAP”J HERBAC 1.5L LEMON,"5,99",3870896
5900497019842,LIPTON NAP”J HERBAC 1.5L LEMON,"5,99",3870896
5449000012203,"SPRITE 1,5L","4,79",3870359
5900497611503,LIPTON NAP”J HERBAC 1.5L PEACH,"5,49",3870813
5900497310505,PEPSI 500ML COLA,"4,79",3869880
5906441330704,ZBYSZKO 3 CYTRYNY 1.75L GAZ,"3,29",3870144
5906441330711,ZBYSZKO 3 POMARA—CZE 1.75L GAZ,"3,29",3870151
3564700813546,"WM NAPOJ GAZOWANY MOHITO PET 1,","3,99",3870375
3564700575529,"WM ENERGY DRINK 6X0,25L","8,99",3871100
5900497349024,7 UP 2X2L,"6,99",3870714
5900497043366,LIPTON NAP”J 1.5L PEACH 20%SOK,"5,29",3670379
5903364210915,SKOROSZYT ZACISKOWY 9111,"2,19",3896388
5903364210991,SKOROSZYT ZACISKOWY 9111,"2,19",3896388
5903364210977,SKOROSZYT ZACISKOWY 9111,"2,19",3896388
5903364210953,SKOROSZYT ZACISKOWY 9111,"2,19",3896388
5903364210939,SKOROSZYT ZACISKOWY 9111,"2,19",3896388
5908260253431,OSHEE VIT HERB BRZOSKWIN 555ML,"3,49",4632238
5908260252465,OSHEE VITAMIN FRUIT GREEN PUSZK,"1,99",4632261
5901330037900,OLIMP KONCENT 1.505KG ISO LEMON,"59,99",3755683
5900541008433,Øywiec ZdrÛj Green Tea smak Zie,"2,99",4266292
5900541008495,Øywiec ZdrÛj Black Tea smak Cza,"2,99",4266300
5900334016560,TYMBARK NAP”J 330ML CYTR-MI TA,"2,59",4100830
5908249972476,EUREKO LEMONIADA 250ML BIO,"4,03",4648010
8809041428048,FARMERS NAP”J ALOES MANGO 1.5L,"8,99",4775086
5902730871842,Lemoniada cytrynaagrest gaz.,"3,19",4101366
5900552057338,4MOVE 750ML IZOTONI ORANGE,"2,99",3871217
54491472,COCA COLA NAP”J GAZ 500ML,"4,99",3869898
54491472,COCA COLA NAP”J GAZ 500ML,"4,99",3869898
5060466512634,BURN NAP”J ENERG 250ML ORIGINAL,"3,29",3871266
5060466515604,BURN NAP”J ENERG 250ML ORIGINAL,"3,29",3871266
9002490100070,RED BULL NAP”J 250ML ENER,"5,99",3871290
9002490100094,RED BULL NAP”J 250ML ENER,"5,99",3871290
9002490212087,RED BULL NAP”J 250ML ENER,"5,99",3871290
9002490100056,RED BULL NAP”J 250ML ENER BUTEL,"5,99",3871324
5900334008206,TIGER NAP”J 250ML ENERG CLASSIC,"2,99",3871381
5905256140027,JURAJSKA ORANØADA 1.25L NIEBIES,"1,89",3870458
5900552032373,BLACK 250ML MOJITO,"3,29",3871399
5900552038634,BLACK 250ML MOJITO,"3,29",3871399
5900497600507,LIPTON NAP”J HERBAC 500ML LEMON,"4,19",3870847
5908260251963,OSHEE NAP IZO WIELOOWOCOW 750ML,"3,29",3871456
5906213005175,OSHEE NAP IZO WIELOOWOCOW 750ML,"3,29",3871456
5905868422498,OSHEE NAP IZO WIELOOWOCOW 750ML,"3,29",3871456
5901466217238,SKOROSZYT PP A4 Z PERFORACJA EV,"0,99",4635652
5900352013701,ORANZADA YOO GAZ 275ML,"2,49",4628426
5900497030441,Lipton Matcha Ginger & Lemon 50,"2,79",4652897
5901330037924,OLIMP KONCENT 1.505KG ISO TROPI,"59,99",3755667
5901330037726,OLIMP KONCENT 1.505KG ISO ORANG,"59,99",3755675
5906441340444,VER ISOTONIC MULTI N/GAZ 700ML,"3,89",4642070
5900552051244,BLACK VITAMIN ENERGY VITAM & MI,"1,99",3871134
5900552057345,4MOVE 750ML WATER PLUS LEM&LIME,"3,69",3871142
5060337501156,MONST NAP”J ENERG 500ML ULT RED,"6,49",3871225
5900552021872,BLACK 1L TYSON,"6,49",3871340
5900352011011,HELLENA NAP GAZ 1.25L LIMONKA,"3,99",3870300
5900352011004,HELLENA NAP GAZ 1.25L POMARA—CZ,"4,29",3870318
9002490248611,RED BULL MROØNA MALINA 250ml,"3,99",4290995
3564700016633,"WM NAP”J POMARA—SCZOWY 0,2L","0,99",3868478
5900497036634,PEPSI MANGO 500ML12SZT,"3,99",3967460
5906213009418,KOMODO NAP”J VITAMIN TROP 250ML,"2,19",3914181
3601020016360,WM WK£ D/SEG A4 100K KR Z/KOPI,"5,99",3894862
5900352011875,HELLENA NAPOJ GAZOWANY ORANZADA,"4,29",4628467
5900352013695,"COLIAN HELLENA 0,4L GAZ ORANZAD","2,69",4628483
5900352011455,HELLENA NAP”J NIEGAZOWANY BRZOS,"5,59",4628525
5900552067306,FRUGO NAP”J ENERG CRANBER 250ML,"1,49",3760378
5449000006455,Kinley tonic water puszka 330ml,"2,59",4665956
5449000244949,Fanta shokata sleek 330ml,"2,59",4665964
8809125060140,PURE PLUS NAP 500ML ALOES VERA,"5,49",3940772
8809125060089,NapÛj z aloesem ØURAWINA,"3,99",3940780
5902860411222,SCHWEPP NAP 1.35L GAZ BIT LEM,"7,99",4827051
5907214114439,SKOROSZYT PP ZAWIESZ.POMARANCZ,"0,79",4092979
5449000296986,KINLEY NAP”J GAZ 500ML MOJITO,"4,89",4490652
4061445230441,TCHIB BARISTA NAP 241G S£ KARM,"9,99",4065157
5900014003941,GARAGE 0.4L ENER MANGO 0% BBZ,"5,79",3813573
5449000131836,COCA COLA NAP”J GAZ 500ML ZERO,"4,99",3869989
5901067498050,"KUBUå WATERRR PET MALINA 6X0,5L","10,25",3870953
5900956104645,HERBAPOL NAP HERB 500ML MANGO,"3,69",4047684
5901067407670,DR WITT JAB£KO - ARBUZ 1L,"2,99",4360400
5902860410744,SCHWEPP NAP 850ML GAZ TONIC,"5,79",4395687
5902860410768,SCHWEPP NAP 850ML GAZ BITT LEM,"5,79",4395695
8435185943989,SCHWEPP NAP 330ML GAZ LEMON PU,"3,49",4395828
5900497030243,7UP 330ML,"3,79",4379764
5900497030236,MIRINDA 330ML ORANGE,"3,79",4379772
5902812001938,"Przek≥adki, kolorowy karton z k","6,09",3770484
5060639123582,MONST NAP”J ENERG 500ML PIPE,"5,99",3975695
5900956104225,HERBAPOL NAP HERB 300ML BIA MAL,"3,59",4263893
5903240220793,SOTI NAT NAP”J 230ML HERB+MI”D,"3,39",4826624
5905256570039,JURAJSKA KRZYå 1.25L GRUSZ 20%,"3,99",4112884
8809041427508,Napoj farmers aloe vera kokos,"4,99",4668133
884394008244,Napoj Farmers Aloe Vera z czas,"6,59",3988797
884394008244,Napoj Farmers Aloe Vera z czas,"6,59",3988797
5900956104652,HERBAPOL NAP HERB 500ML SKRZYP,"3,69",4047593
5900956104614,HERBAPOL NAP HERB 500ML ARBUZ,"3,69",4047668
5900552079309,BLACK 500ML PINK STRAWBERRY,"4,39",4197471
5902860411208,SCHWEPP NAP 1.35L GAZOW TONIC,"7,99",4650891
5900541005746,Øywiec zdrÛj green tea miÍta 50,"3,29",4653648
8809041428062,FARMERS NAP”J 1.5L ALOES GRAN,"6,99",4775094
5907637329816,ÄCO ORANØADA BIA£A 2L GAZ,"2,39",4379178
5907637329847,ÄCO NAP GAZ 2L O SM LIMONKOWYM,"2,39",4379194
4015533042263,VOELKEL NAP 330ML GAZ MATCH BIO,"5,99",3661840
5900552071181,VITAMIN WATER 667ML MAG-WIT,"4,49",4090940
5902860412991,SCHWEPP NAP 850ML GAZ RUSSCHIAN,"5,79",4395661
5902860410805,SCHWEPP NAP 850ML GAZ ORANGE,"5,79",4395711
5902860410867,SCHWEPP NAP 850ML GAZOW MOJITO,"5,89",4395737
5902860410829,SCHWEPP NAP 850ML GAZ CITR MIX,"5,89",4395745
5900497030267,LIPTON NAP”J HERBAC 330ML LEMON,"2,99",4393385
5907480400182,Kwas chlebowy bies 330ml,"4,99",4393682
5903206035898,IDEST KOSZULKA A4/10 Z KLAPK•,"4,29",3770195
5902812001914,"Przek≥adki, kolorowy karton z k","3,69",3770476
5906441350955,ZBYSZKO 3 MOJITO 20% GAZ 1.75L,"4,79",4472361
5906441350979,ZBYSZKO 3 ORANØ Ø 20% GAZ 1.75L,"4,79",4472387
5906441350795,ROKO LEMONIADA ARONIA N/G 555ML,"2,18",4472437
5902860414872,SCHWEPP NAP 850ML GAZOW SPRITZ,"5,79",4103420
5449000276728,COCA COLA NAP GAZ 4X850ML,"25,99",4168373
5449000294692,SPRITE NAP GAZ 4X850ML,"18,99",4168407
5902596118099,DRINK2ME MOON BROTH 330ML KOLA,"5,59",4171617
5000112651867,SPRITE NAP GAZ 1.5L ZERO,"8,99",4057766
5060751211471,MONST NAP”J ENER 500ML ULTR BLU,"5,99",4504635
5449000158895,COCA COLA NAP”J GAZ 200ML ZERO,"3,29",3870045
5908260252076,OSHEE RL9 NAP JAB£K-ARBUZ 555ML,"3,49",3871548
5900497330503,MIRINDA 500ML ORANGE,"4,79",3870615
5908260251666,OSHEE VIT NAP ENER POMAR 250ML,"2,69",3871050
5900352015972,"COLIAN HELLENA 0,4L GAZ BIALA 2","2,79",3662467
5902860411307,SCHWEPP NAP 1.35L GAZ CIT MIX,"7,99",4650925
5902860411369,SCHWEPP NAP 1.35L GAZ MANDARIN,"6,99",4650941
5900334014870,TIGER NAP”J 250ML ENERG MAX,"2,49",4649372
5904730983471,Yerba Mate butelka szklana 275m,"4,79",4101408
4810285006743,LIDSKI Kwas chlebowy ciemny,"10,99",4101432
5901330024207,OLIMP KONCENTRAT 700G ISO TROPI,"32,99",3755634
4015533022289,VOELKEL NAP 330ML GAZ MATE BIO,"5,99",4675617
5449000110039,SPRITE NAP GAZ 1.5L ZERO,"7,79",4310462
9002490249632,RED BULL NAP”J 355ML ENER FREE,"6,99",4125126
5060608743919,PREDATOR NAP”J ENERG 250ML GOLD,"2,49",4179784
5449000303981,SPRITE NAP GAZ 850ML ZERO ICE,"6,99",4179933
5900552080275,FRUGO NAP”J 330ML ENERG GOLD,"2,59",4179693
8006672151004,SPUMA ALPI LEMONIADA 750ML GASS,"14,99",4187787
5449000040268,KINLEY NAP 1L GAZ LIME&MINT,"6,79",3663069
5900352015934,"NAP”J GAZ ORANØADA CZERWONA 0,2","2,69",3663820
5900352015798,HELLENA ORANØADA 1.25L CZERWONA,"3,69",3668639
5900334019547,"TIGER n.gaz ene ALOHA ban 0,5L","2,19",3670395
5900497029834,PEPSI NAP GAZ 500ML CHERRY,"3,39",4662078
5900497023139,"PEPSI NAP GAZ 2,25L MAX","7,99",4666947
8809125063165,PURE PLUS NAP 500ML KOKOSOWY,"5,69",3940699
5900552069423,FRUGO ORANØADA 250ML CZERWONA,"1,19",3942307
5907214114491,SKOROSZYT PP CZERWONY,"0,79",4092938
5900334003225,TYMBARK NAP”J 250ML JAB£KO-MI T,"1,29",4420535
5900956104362,HERBAPOL NAP HERB 300ML CZA CYT,"2,39",4309985
8435185944047,SCHWEPPES CITRUS MIX 500ml,"4,99",4307013
9002490249854,RED BULL NAP”J 250ML ENER ZERO,"5,99",4309282
5905256340113,JURAJSKA TONIC 1.25L MANGO,"2,99",4042966
5900014016095,HARNAå 4X0.5L ENERGY 0% PU,"17,99",3810819
4770395227790,RUGILE KWAS CHELBOWY BUT 1.5L,"7,29",3813243
5900497342001,7UP  2L,"5,09",3870565
5900497341011,7UP 1L,"3,69",3870573
5060751218920,MONST NAP”J ENERG 500ML NITRO,"5,99",4370557
5900497037198,"PEPSI NAP GAZ 2X1,5L LIME","9,99",3967544
5903206033818,KOSZULKA IDEST A5,"5,09",3728599
9002490246730,RED BULL ARBUZ 250ML,"4,99",4086294
8435185953711,DR PEPPER NAP 330ML GAZ ZERO PU,"2,99",4395653
5902860410027,SCHWEPP NAP 850ML GAZ LEMON,"5,89",4395729
8435185944009,DR PEPPER NAP 330ML GAZOWANY PU,"2,89",4395794
8435185943972,SCHWEPP NAP 330ML GAZ ORANGE PU,"3,29",4395836
5900497029766,Pepsi lime pet 2l,"5,09",4784971
5902860412779,"Schweppes Mojito NRB 0,275l","4,39",4408001
5449000297129,FANTA NAP 500ML GAZ ZERO SHOK,"4,99",4310439
5000112651683,FANTA NAP 500ML GAZ ZERO SHOK,"4,99",4310439
5902627098383,ÄCO NAP GAZ 1.5L O SM LIMONKOW,"2,29",4153243
4000177024836,CAPRI-SUN NAP 0.2L ICE TEA,"1,99",4179743
5906441340635,VER ISOTONIC ORAN N/GAZ 700ML,"3,89",4642062
5900497610506,LIPTON NAP”J HERBAC 500ML PEACH,"2,29",3870839
5900497019637,LIPTON NAP”J HERBAC 500ML PEACH,"2,29",3870839
5900552057314,4MOVE 750ML IZOTONI LEMON,"2,99",3871167
5060337500258,MONST NAP”J ENERG 500ML ZER ULT,"5,99",3871241
3564700460887,WM NAP”J 1.5L GAZOW COLA ZERO,"4,99",3869906
8728500996471,ROCKSTAR NAP ENERG 500ML ORIGIN,"5,49",3870276
5900497018951,ROCKSTAR NAP ENERG 500ML ORIGIN,"5,49",3870276
5906213005182,OSHEE NAP IZO GREJPFRUTOW 750ML,"3,29",3871431
5908260251987,OSHEE NAP IZO GREJPFRUTOW 750ML,"3,29",3871431
5908260251970,OSHEE NAP IZO CYTRYNOWY 750ML,"3,29",3871464
5906213005168,OSHEE NAP IZO CYTRYNOWY 750ML,"3,29",3871464
5900497025454,MIRINDA 850ML ORANGE,"6,69",3967429
5449000018496,COCA COLA NAP”J GAZ 2X1.5L ZERO,"15,99",3733714
5900352013084,HELLENA ORANØADA 250ML CZERWONA,"2,29",4628442
5900352011370,HELLENA NAP”J NIEGAZOWANY JAB£K,"5,59",4628509
5900497030564,"Lipton Matcha Ginger & Lemon 1,","4,99",4652871
5900334015204,TIGER NAP”J 250ML ENERG MOJITO,"2,89",4789491
5900552068570,FRUGO NAP”J ANTYOKSYDACJA 500ML,"1,9",4666962
819538000075,EFFERVE LEMONIADA 750ML PINK,"8,99",4123873
9002490250164,RED BULL NAP”J 250ML ENER KAKTU,"5,59",4125118
9002490250287,RED BULL NAP”J 250ML ENER KAKTU,"5,59",4125118
5000112651645,FANTA NAP 2L GAZ POMAR,"9,99",4179776
5449000303967,FANTA NAP 850ML GAZ ZERO STRAWB,"6,99",4179925
5900552057321,4MOVE 750ML ZER SUGA MULTIFRUIT,"3,99",3871183
9002490228071,RED BULL NAP”J 250ML ENER TROPI,"5,99",3871209
5900552021865,BLACK 250ML ZERO CUKRU,"2,99",3871274
5900552031482,FRUGO NAP”J ENERG MOJITO 250ML,"1,79",3871357
5060166692483,MONST NAP”J ENERG 500ML ENERGY,"5,99",3871365
5906441330735,ZBYSZKO 3 GREJPFRUTY 1.75L GAZ,"3,29",3870235
9002490212063,RED BULL NAP”J 473ML ENER,"8,79",3871423
9002490212070,RED BULL NAP”J 473ML ENER,"8,79",3871423
3564700016664,"WM NAPOJ OWOCE TROPIKALNE 6X0,2","6,99",3868957
5900352011394,HELLENA NAP”J NIEGAZOWANY CZARN,"5,59",3870722
5900497029858,PEPSI NAP GAZ 850ML CHERRY,"4,99",3967387
5900497029667,PEPSI NAP GAZ 850ML LIME,"4,99",3967395
5906441350122,ROKO LEMONIADA CYT-LIM GAZ 1L,"2,79",4657771
5900497032162,PEPSI NAP GAZ 330ML LIME,"2,59",3942471
5902860413998,SCHWEPP NAP 850ML GAZ TON PINK,"5,79",4099610
5449000296962,KINLEY NAP GAZ 500ML TONIC WAT,"4,89",4487658
5900956104348,HERBAPOL NAP HERB 300ML URODA,"2,39",4309993
5900956104393,HERBAPOL NAP HERB 300ML BIA MAL,"2,39",4305827
5900334019899,"TIGER n.gaz ene HYPER ICE  0,5L","2,19",3670403
5900552057291,4MOVE 750ML IZOTONI MINT&LIME,"2,99",3871175
5060335635365,MONST NAP”J ENERG 500ML DOCTOR,"5,99",3871191
5060166692537,MONST NAP”J ENERG 500ML RIPPER,"5,99",3871373
5449000100801,POWERADE NAP”J IZOT 500ML BLAST,"2,89",3871449
54492653,POWERADE NAP”J IZOT 500ML BLAST,"2,89",3871449
54492653,POWERADE NAP”J IZOT 500ML BLAST,"2,89",3871449
5449000201935,COCA COLA NAP GAZ 500ML B/KOFE,"4,99",3655206
5900497033374,PEPSI MIRIN NAP GAZ 850ML STRAW,"3,99",3967437
5902860413103,Schweppes russchian nrb 275ml,"4,39",4380069
5906441350139,ROKO LEMONIADA CYT-ARO-M GAZ 1L,"2,79",4657789
5908260256524,OSHEE JR VIT WODA JAB+CYT 555ML,"2,99",3760964
5449000274533,Fanta orange can 200ml,"1,49",4663415
5900552070351,FRUGO ORANØADA CZERWONA PET 1L,"1,89",3942331
4820002712598,OBOLON STAROKIJEWSKI 1L KWAS,"4,79",4482527
5449000296979,KINLEY NAP GAZ 500ML BITT LEMO,"5,69",4487633
5900956104379,HERBAPOL NAP HERB 300ML CZA BRZ,"2,39",4305140
5900956104386,HERBAPOL NAP HERB 300ML CYT MI ,"2,39",4309001
5903018051789,BY ANN NAP”J 250ML ENERG,"3,99",4306833
5900497031271,PEPSI NAP GAZ 2x850ml,"9,99",4072195
5900014005617,HARNAå 0.5L ENERGY 0% PU,"4,74",3811346
5902860415596,SCHWEPP NAP 850ML GINGER BEER,"8,29",4124665
8435185973153,SCHWEPPES NAP 450ML TONIC HIBIS,"12,49",4071643
5449000276018,COSTA NAP 250ML KAW LATTE KARM,"8,79",4179859
5900334008459,TYMBARK NAP”J 330ML CYT RABA,"2,89",4310512
5901330077494,OLIMP R-WEILER SHOT 60ML ORANGE,"6,59",4122115
5901330077906,OLIMP BLACKWEILER 60ML LEMON,"5,69",4122123
5900334017765,NESTEA NAP”J 330ML TEA CYTRYNA,"2,89",4123642
5900334017789,NESTEA NAP”J 330ML TEA ZIELONA,"2,89",4123659
5900334019431,Tymbark aseptic jab≥ko-agrest-m,"3,49",4193330
5907637321421,Eco+ Napoj niegazowany pomaranc,"1,19",3870920
5900500033247,HORTEX NAP”J JAB£KO JAGODA MI T,"3,32",3868825
5906441330544,ROKO IRON BLACK N/GAZ 400ML,"1,9",3868668
5906441330568,ROKO IRON GREEN N/GAZ 400ML,"1,9",3868676
5900497017909,MOUNTAIN DEW 1.5L,"7,29",4437075
5449000108258,SPRITE NAP”J GAZ 330ML,"3,99",4086245
5902860411918,SCHWEPP NAP 420ML GAZ CITR MIX,"2,99",4395679
5902860410782,SCHWEPP NAP 850ML GAZ GINGER,"5,79",4395703
8435185946430,SCHWEPP NAP 330ML GAZ BI LEM PU,"2,99",4395802
8435185943996,SCHWEPP NAP 330ML GAZ CITRUS PU,"3,49",4395810
5900497030229,PEPSI 330ML MAX,"3,79",4379749
5900497029636,PEPSI NAP GAZ 500ML LIME,"3,39",4379756
5902860412748,"Schweppes citrus mix nrb 0,275l","4,39",4408019
9002490208318,RED BULL NAP”J 2X250ML ENER,"10,99",4408027
5902812166903,"Koszulki groszkowe A4 Esselte,","6,89",3770518
5906441360039,POLO COCTA NAP”J GAZ 20%S 2L,"4,49",4472395
5900956104232,HERBAPOL NAP HERB 300ML ØE—-SZE,"2,39",4263901
